编码,名称,总价,单价,产权信息,建筑面积,户型结构,建筑类型,建筑结构,装修,梯户比,供暖,电梯,区域,具体区域,厅,厨,卫,楼层类型,总层数,东,南,西,北,东南,东北,西南,西北,室
651,沸城小区，南北通透三居室，双卫，采光充足,520,40161,0,129.48,0,2,0,0,0.666666667,0,0,1,61,1,1,2,0,25,0,1,0,1,0,0,0,0,3
652,此房满五年唯一，南北通透楼层好，视野宽阔，采光充足,518,38557,0,134.35,0,2,0,1,0.333333333,0,0,1,61,1,1,2,1,14,0,1,0,1,0,0,0,0,3
653,晓月苑北里  正规两居 精装修 南北通透 低楼层,350,44232,0,79.13,0,0,1,0,0.5,0,1,1,61,1,1,1,1,6,0,1,0,1,0,0,0,0,2
654,晓月八里精装三居，南北通透，看房方便,519,42925,0,120.91,0,2,0,0,0.666666667,0,0,1,61,1,1,1,0,25,0,1,0,1,0,0,0,0,3
655,晓月新苑优质西向 采光充足 随时签约,219,48356,1,45.29,0,2,0,0,0.25,1,0,1,61,1,1,1,0,22,0,0,1,0,0,0,0,0,1
656,新月家园   三居室  双卫  中间楼层  随时签约,560,33362,0,167.86,0,0,1,1,0.5,0,1,1,61,1,1,2,0,6,0,1,0,1,0,0,0,0,3
657,晓月苑一里一层西北向正规两居室，看房随时,315,39834,0,79.08,0,0,1,0,0.25,0,1,1,61,1,1,1,4,6,0,0,0,0,0,0,0,1,2
658,晓月新城 北向一居 满五唯一 诚心出售,215,52312,0,41.1,0,1,0,2,0.222222222,1,0,1,61,0,1,1,1,24,0,0,0,1,0,0,0,0,1
659,卢沟桥北里 正规2居室 南北通透 精装修  低楼层,269,50498,1,53.27,0,0,1,1,0.333333333,0,1,1,61,1,1,1,4,5,0,1,0,1,0,0,0,0,2
660,满五年唯一，户型方正，南北通透三居 格局合理，,515,39146,0,131.56,0,2,0,1,0.666666667,0,0,1,61,1,1,2,1,25,0,1,0,1,0,0,0,0,3
661,南北通透 两居室 中间层 精装修,299,42636,0,70.13,0,0,1,0,0.5,0,1,1,61,1,1,1,0,6,0,1,0,1,0,0,0,0,2
662,新月家园 南北通透  满五唯一,352,38311,0,91.88,0,0,1,0,0.5,0,1,1,61,1,1,1,3,6,0,1,0,1,0,0,0,0,2
663,鑫融皓月中间层南北向两居诚心出售,436,48754,1,89.43,0,0,0,0,0.5,0,1,1,61,1,1,1,0,6,0,1,0,1,0,0,0,0,2
664,沸城低楼层三居室，西南朝向，业主自住,455,41151,1,110.57,0,2,0,0,0.5,0,0,1,61,1,1,1,4,23,0,1,1,1,0,0,0,0,3
665,沸城满五年唯一，南北通透三居，楼层好，采光充足,556,39084,0,142.26,0,2,0,0,0.666666667,0,0,1,61,1,1,2,1,25,0,1,0,1,0,0,0,0,3
666,晓月苑二里  满五年  正规三居室  装修好   随时签约,323,34553,0,93.48,0,0,1,0,0.25,0,1,1,61,1,1,1,2,6,1,0,1,0,0,0,0,0,3
667,银海星月，两居两卫，中间楼层，把边户型,499,48092,0,103.76,0,0,1,1,0.5,0,1,1,61,1,1,2,0,6,0,1,0,1,0,0,0,0,2
668,正规两居室  格局方正 业主诚心卖,460,45267,0,101.62,0,0,1,1,0.5,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,2
669,晓月苑二里 2室1厅 东 北,252,36062,1,69.88,0,2,1,0,0.25,0,1,1,61,1,1,1,3,6,1,0,0,1,0,0,0,0,2
670,五环内 晓月新城 正规两居室 中间楼层 满五年唯一,369,39098,1,94.38,0,1,0,0,0.222222222,1,0,1,61,1,1,1,0,24,1,0,0,0,0,0,0,0,2
671,晓月苑二里 东南向两居 满五年 中间楼层,290,36552,0,79.34,0,0,1,1,0.25,0,1,1,61,1,1,1,0,6,0,0,0,0,1,0,0,0,2
672,晓月苑一里   满五唯一 南北通透 精装修 一居室,224,40891,1,54.78,0,0,1,2,0.5,0,1,1,61,1,1,1,3,6,0,1,0,1,0,0,0,0,1
673,晓月新苑 通透优质两居 业主诚心出售,390,40174,0,97.08,0,2,0,1,0.4,1,0,1,61,1,1,1,0,21,0,1,0,1,0,0,0,0,2
674,晓月新苑 不临五环 诚心出售随时签约,348,37839,0,91.97,0,2,0,2,0.4,1,0,1,61,1,1,1,1,22,0,0,0,0,0,0,1,0,2
675,晓月苑三里 满五唯一 精装修 南北通透 诚心出售,280,39315,0,71.22,0,0,1,0,0.5,0,1,1,61,1,1,1,3,6,0,1,0,1,0,0,0,0,2
676,精致两居 南向采光充足 业主随时签约,340,38654,0,87.96,0,2,0,1,0.5,1,0,1,61,1,1,1,0,22,0,0,0,0,0,0,1,0,2
677,丰台区 南北通透 精装婚房 正规两居室 满五年唯一,215,46049,0,46.69,0,0,1,2,0.333333333,0,1,1,61,1,1,1,3,5,0,1,0,1,0,0,0,0,2
678,2007年板楼 南北通透 高楼层,352,36375,0,96.77,0,2,0,1,0.4,1,0,1,61,1,1,1,3,21,0,1,0,1,0,0,0,0,2
679,晓月新苑2007年楼龄 采光充足,324,37776,0,85.77,0,2,0,1,0.25,1,0,1,61,1,1,1,3,22,0,0,0,0,1,0,0,0,2
680,此房方正格局，南向大一居，采光充足，07年电梯板楼,295,43085,0,68.47,0,2,0,2,0.5,1,0,1,61,1,1,1,1,22,0,1,0,0,0,0,0,0,1
681,卢沟桥南里 南北通透 低楼层 交通便利,360,42579,0,84.55,0,0,1,2,0.5,0,1,1,61,1,1,1,1,6,0,1,0,1,0,0,0,0,2
682,银海星月 满五唯一 视野好 采光充足,410,41285,0,99.31,0,0,1,0,0.5,0,1,1,61,1,1,1,3,6,0,1,0,1,0,0,0,0,2
683,晓月苑五里，满五唯一，高楼层，一居室，业主诚心出售,265,46297,0,57.24,0,1,0,2,0.181818182,1,0,1,61,1,1,1,2,22,0,1,0,1,0,0,0,0,1
684,满五唯一 一层南向 免费车位 免费厨房,220,56716,0,38.79,0,0,1,1,0.333333333,0,1,1,61,1,1,1,4,6,0,1,0,0,0,0,0,0,1
685,晓月苑五里 满五年唯一 电梯房 户型方正实用 采光充足,239,41364,0,57.78,0,1,0,1,0.181818182,1,0,1,61,1,1,1,1,22,0,0,0,0,1,0,0,0,1
686,晓月苑二里低楼层，满五非唯一，两居室，业主诚心出售,283,42672,0,66.32,0,0,1,2,0.5,0,1,1,61,1,1,1,1,6,0,1,0,1,0,0,0,0,2
687,晓月苑一里 满五年唯一 南北通透 正规两居室,307,44301,1,69.3,0,0,1,2,0.5,0,1,1,61,1,1,1,0,6,0,1,0,1,0,0,0,0,2
688,鑫融皓月正规一居室，格局方正。,299,45930,0,65.1,0,0,0,2,0.5,0,1,1,61,1,1,1,0,6,0,1,0,0,0,0,0,0,1
689,商品房 满五年唯一 精装修 方正两居,335,41839,0,80.07,0,1,0,0,0.25,1,0,1,61,1,1,1,1,24,0,0,0,0,0,1,0,0,2
690,卢沟桥南里  南北通透  一层   满五唯一  明厨明卫,265,46590,0,56.88,0,0,1,1,0.333333333,0,1,1,61,1,1,1,4,6,0,1,0,1,0,0,0,0,2
691,满五年唯一，精装修两居室，双卧朝南，有车位,347,39450,0,87.96,0,2,0,0,0.5,1,0,1,61,1,1,1,1,22,0,1,1,0,0,0,0,0,2
692,晓月苑一里中楼层一居室，南北通透无遮挡，满五唯一,243,41948,0,57.93,0,0,1,1,0.5,0,1,1,61,1,1,1,0,6,0,1,0,1,0,0,0,0,1
693,沸城社区，满五唯一，精装修，楼层好，业主诚心出售,375,38617,0,97.11,0,2,0,0,0.666666667,0,0,1,61,1,1,1,1,25,0,0,0,0,0,1,0,0,2
694,满五唯一两居 带电梯 商品房 高楼层视野好 配套齐全,352,38500,0,91.43,0,1,0,0,0.25,1,0,1,61,1,1,1,2,24,1,0,0,0,0,0,0,0,2
695,五环内 晓月新苑 正规两居室出售,345,37875,0,91.09,0,2,0,1,0.5,1,0,1,61,1,1,1,1,22,1,0,0,1,0,0,0,0,2
696,晓月苑二里 正规两居室 诚心出售,288,40241,1,71.57,0,0,1,2,0.5,0,1,1,61,1,1,1,0,6,0,1,0,1,0,0,0,0,2
697,晓月苑五里 南向两居室 采光充足 业主诚心出售,339,37327,0,90.82,0,1,0,0,0.25,1,0,1,61,1,1,1,4,22,0,1,0,0,0,0,0,0,2
698,满五唯一 小两居 东南朝向高楼层 采光好视野好,236,44445,0,53.1,0,0,1,1,0.2,0,1,1,61,1,1,1,3,6,0,0,0,0,1,0,0,0,2
699,银海星月正规一居室，东南向，精装修，居住舒服,320,46465,0,68.87,0,0,1,2,0.25,0,1,1,61,1,1,1,1,6,0,0,0,0,1,0,0,0,1
700,晓月新苑 07年大一居 落地窗 采光好,285,40878,1,69.72,0,2,0,1,0.4,1,0,1,61,1,1,1,2,22,0,0,0,0,1,0,0,0,1
701,晓月苑五里 房子满五唯一正规两居室,365,40805,0,89.45,0,1,0,2,0.25,1,0,1,61,1,1,1,0,22,0,0,0,0,0,0,1,0,2
702,晓月新城 正规一居室 各个居室面积很大  周边配套齐全,280,40657,1,68.87,0,1,0,0,0.222222222,1,0,1,61,1,1,1,1,24,0,0,0,0,1,0,0,0,1
703,晓月苑二里 满五年商品房 东西朝向 中间楼层 诚意出售,272,38681,0,70.32,0,0,1,1,0.5,0,1,1,61,1,1,1,3,6,1,0,1,0,0,0,0,0,2
704,晓月新城，中楼层 ，视野开阔，诚心出售,185,45013,0,41.1,0,1,0,1,0.222222222,1,0,1,61,0,1,1,0,24,0,0,0,1,0,0,0,0,1
705,此房满五唯一。小户型，格局紧凑。，采光充足。,212,51708,0,41,0,1,0,1,0.222222222,1,0,1,61,0,1,1,2,24,0,0,0,1,0,0,0,0,1
706,此房满五唯一，房子采光充足，干净整洁。,220,53528,0,41.1,0,1,0,2,0.222222222,1,0,1,61,1,1,1,2,24,0,0,0,1,0,0,0,0,1
707,晓月新城小区  2006年商品房小区  带电梯,199,48419,1,41.1,0,1,0,1,0.222222222,1,0,1,61,1,1,1,1,24,0,0,0,1,0,0,0,0,1
708,高楼层，视野好，采光好，产权清晰，诚心出售,260,37260,0,69.78,0,0,1,1,0.5,0,1,1,61,1,1,1,3,6,0,1,0,1,0,0,0,0,2
709,晓月新苑 1室1厅 东南,290,41655,1,69.62,0,2,0,0,0.4,1,0,1,61,1,1,1,1,22,0,0,0,0,1,0,0,0,1
710,晓月苑二里两居室 精装修 高楼层,292,41637,0,70.13,0,0,1,0,0.5,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,2
711,东南朝向，满五年唯一，诚心出售,296,42541,0,69.58,0,0,1,1,0.25,0,1,1,61,1,1,1,1,6,0,0,0,0,1,0,0,0,2
712,晓月苑二里 东南向 采光好 明厨明卫,320,40425,0,79.16,0,0,1,0,0.25,0,1,1,61,1,1,1,2,6,0,0,0,0,1,0,0,0,2
713,晓月苑一里 正规两居室 拎包入住,257,32857,0,78.22,0,0,1,0,0.25,0,1,1,61,1,1,1,3,6,0,0,0,0,1,0,0,0,2
714,高楼层，视野好，采光好，产权清晰，诚心出售,300,42901,0,69.93,0,0,1,1,0.5,0,1,1,61,1,1,1,3,6,0,1,0,1,0,0,0,0,2
715,鑫融皓月 2室1厅 南 北,450,51464,1,87.44,0,0,0,2,0.5,0,1,1,61,1,1,1,0,6,0,1,0,1,0,0,0,0,2
716,南北向正规两居室 格局方正  环境干净整洁,258,44816,0,57.57,0,0,1,2,0.5,0,1,1,61,1,1,1,0,6,0,1,0,1,0,0,0,0,2
717,晓月苑五里 采光充足 业主诚心 随时签约,359,38038,0,94.38,0,1,0,0,0.25,1,0,1,61,1,1,1,2,22,0,0,0,0,0,0,1,0,2
718,晓月新城 2室1厅 西北,360,39375,0,91.43,0,1,0,1,0.25,1,0,1,61,1,1,1,0,24,0,0,0,0,0,0,0,1,2
719,晓月苑五里 中高层 三居室 采光好 视野好,398,38171,0,104.27,0,1,0,1,0.25,1,0,1,61,1,1,1,2,22,0,0,0,0,0,0,0,1,3
720,新月家园，低楼层，满五唯一，一居室，业主诚心出售,315,43175,0,72.96,0,0,1,0,0.25,0,1,1,61,1,1,1,1,6,1,0,1,0,0,0,0,0,1
721,晓月苑五里 正规三居室 业主诚售,440,37320,0,117.9,4,1,0,1,0.25,1,0,1,61,1,1,2,3,22,0,0,0,0,0,0,0,1,3
722,晓月苑五里 南北通透大三居室  正对公园,406,33987,0,119.46,0,1,0,1,0.25,1,0,1,61,1,1,2,2,22,0,1,0,1,0,0,0,0,3
723,南北通透，户型方正，五环内大三居，诚心出售,490,37982,0,129.01,0,2,0,3,0.666666667,0,0,1,61,1,1,2,1,23,0,1,0,1,0,0,0,0,3
724,晓月新苑 南向一居室  有电梯 满五年,268,42446,0,63.14,0,2,0,0,0.4,1,0,1,61,1,1,1,2,21,0,1,0,0,0,0,0,0,1
725,晓月新城一居室，视野开阔，采光充足。,280,50478,0,55.47,0,1,0,0,0.222222222,1,0,1,61,1,1,1,0,24,0,0,0,0,0,1,0,0,1
726,晓月新城 1室0厅 北,205,50000,1,41,4,1,0,0,0.222222222,1,0,1,61,0,1,1,2,24,0,0,0,1,0,0,0,0,1
727,新月家园 两室一厅 东西通透 配套成熟 看房提前联系,385,41358,0,93.09,4,0,1,1,0.25,0,1,1,61,1,1,1,3,6,1,0,1,0,0,0,0,0,2
728,晓月苑一里 满五唯一 诚心出售,245,45228,0,54.17,0,0,1,2,0.5,0,1,1,61,1,1,1,0,6,0,1,0,1,0,0,0,0,1
729,晓月新城两居室 精装自住户型方正,340,43017,1,79.04,0,1,0,0,0.222222222,1,0,1,61,1,1,1,1,24,0,0,0,0,0,1,0,0,2
730,新月家园 3室1厅 南 北,550,47715,0,115.27,4,0,1,2,0.333333333,0,1,1,61,1,1,1,1,6,0,1,0,1,0,0,0,0,3
731,满五唯一 双卧朝南 客厅朝南 不吵不闹,520,43029,1,120.85,4,2,0,1,0.666666667,0,0,1,61,1,1,2,0,25,1,1,0,0,0,0,0,0,3
732,晓月新苑 1室1厅 南,310,44993,0,68.9,0,2,0,2,0.5,1,0,1,61,1,1,1,2,22,0,1,0,0,0,0,0,0,1
733,沸城晓月七里八里优质大三居室诚心出售,550,42630,0,129.02,0,2,0,1,0.666666667,0,0,1,61,1,1,2,0,25,0,1,0,1,0,0,0,0,3
734,卢沟桥南里 南向两居室 业主诚心出售,268,46886,0,57.16,4,0,1,1,0.333333333,0,1,1,61,1,1,1,2,6,0,1,0,0,0,0,0,0,2
735,晓月八里  业主诚心出售   随时可以签合同,370,39350,1,94.03,0,2,0,0,0.666666667,0,0,1,61,1,1,1,0,18,0,1,0,0,0,0,0,0,2
736,晓月新城 正规一居室 各个居室面积很大 周边配套齐全,290,42109,0,68.87,0,1,0,2,0.222222222,1,0,1,61,1,1,1,3,24,1,0,0,0,0,0,0,0,1
737,新月家园 一室一厅出售 中间楼层 采光好 诚心出售,275,42140,0,65.26,0,0,1,1,0.333333333,0,1,1,61,1,1,1,1,6,0,0,0,0,0,0,1,0,1
738,满五年唯一 2007年商品房 带电梯 好楼层 随时签约,350,40807,0,85.77,0,2,0,0,0.25,1,0,1,61,1,1,1,0,22,0,0,0,0,1,0,0,0,2
739,卢沟桥全南向小两居，格局合理，适合刚需,230,46269,0,49.71,0,0,1,2,0.333333333,0,1,1,61,1,1,1,3,5,0,1,0,0,0,0,0,0,2
740,五环内 大两居 满五唯一 格局通透,390,36242,0,107.61,4,2,0,2,0.25,1,0,1,61,1,1,1,1,22,1,0,1,0,0,0,0,0,2
741,卢沟桥南里小区  正规三居室  户型方正,310,45177,0,68.62,4,0,1,1,0.5,0,1,1,61,1,1,1,2,6,0,1,0,1,0,0,0,0,3
742,银海星月  一层  正规一居  满五年唯一,290,48181,1,60.19,4,0,1,3,0.25,0,1,1,61,1,1,1,4,6,0,1,0,1,0,0,0,0,1
743,晓月苑三里 满五年唯一  东西通透两居室,290,42554,0,68.15,0,0,1,1,0.5,0,1,1,61,1,1,1,2,6,1,0,1,0,0,0,0,0,2
744,满五唯一  南向    电梯房   看房随时 带两个车位,360,40355,0,89.21,0,1,0,1,0.222222222,1,0,1,61,1,1,1,0,24,0,1,0,0,0,0,0,0,2
745,晓月苑五里 业主随时签约 南北朝向,405,33903,0,119.46,0,1,0,0,0.25,1,0,1,61,1,1,2,1,22,0,1,0,1,0,0,0,0,3
746,五环内 南北通透两居 带电梯 低楼层无遮挡 采光充足,425,38368,0,110.77,0,2,0,0,0.5,1,0,1,61,1,1,1,1,22,0,1,0,1,0,0,0,0,2
747,卢沟桥 南北通透 双阳台 两居室,263,47192,0,55.73,0,0,1,2,0.333333333,0,1,1,61,1,1,1,3,5,0,1,0,1,0,0,0,0,2
748,房子中间楼层，南北通透，客厅带窗户，精装修,206,36268,0,56.8,0,4,1,0,0.333333333,0,1,1,18,1,1,1,0,6,0,1,0,1,0,0,0,0,2
749,珠光逸景二期 中间楼层 南北通透两居室 电梯房,305,38973,0,78.26,0,0,0,0,0.333333333,0,0,1,18,1,1,1,0,5,0,1,0,1,0,0,0,0,2
750,长辛店东山坡一里南北通透两居室，通风采光好布局合理,203,32690,0,62.1,0,0,1,1,0.5,0,1,1,18,1,1,1,2,6,0,1,0,1,0,0,0,0,2
751,满五年唯一 商品房带电梯 南向两居落地窗 靠谱出售,305,38953,1,78.3,0,0,0,1,0.5,0,0,1,18,1,1,1,2,6,0,1,0,0,0,0,0,0,2
752,汤泉墅  正规两居室，南北通透，诚心出售,335,36874,1,90.85,0,0,0,1,1,0,2,1,18,1,1,1,4,6,0,1,0,1,0,0,0,0,2
753,珠光逸景二期，低楼层朝南向，花园洋房，满五唯一,196,35348,1,55.45,0,0,0,1,1,0,1,1,18,1,1,1,4,6,0,1,0,0,0,0,0,0,1
754,汤泉墅中间楼层，  正规精装三居室，满五唯一,310,31763,0,97.6,0,0,1,0,0.333333333,0,1,1,18,2,1,1,0,6,0,1,0,1,0,0,0,0,3
755,花园洋房 中间户 格局方正 南北朝向自住精装 可签约,778,41243,0,188.64,0,0,0,0,0.5,1,0,1,18,2,1,3,0,5,0,1,0,1,0,0,0,0,4
756,《店长推荐》北京山语城 次顶层 独立电梯入户南北通透,515,37292,0,138.1,0,0,0,1,0.5,1,0,1,18,2,1,2,2,6,0,1,0,1,0,0,0,0,3
757,东山坡三里 满五唯一 视野好 业主诚心出售,279,26947,0,103.54,0,0,1,0,0.5,0,1,1,18,2,1,1,2,6,1,0,1,0,0,0,0,0,2
758,玉皇庄南向一居 满五唯一 次顶层 采光充足 有钥匙,162,35985,0,45.02,0,0,1,2,0.333333333,0,1,1,18,1,1,1,2,6,0,1,0,0,0,0,0,0,1
759,张郭庄小区两居室南北通透 中楼层,203,35740,0,56.8,0,4,1,1,1,0,1,1,18,1,1,1,0,6,0,1,0,1,0,0,0,0,2
760,卢西嘉园 南北通透一居室 看房方便 低楼层 采光好,240,36453,0,65.84,0,0,0,0,0.5,2,1,1,18,1,1,1,1,6,0,1,0,1,0,0,0,0,1
761,六层洋房社区。高楼层视野好，小区绿化好。满五唯一,285,29364,0,97.06,0,0,1,1,0.333333333,0,1,1,18,2,1,2,3,6,0,1,0,1,0,0,0,0,3
762,臻心推荐--领秀翡翠山顶层复式结构好房，视野开阔,620,41667,0,148.8,1,0,0,3,0.5,1,0,1,18,3,1,3,2,7,0,1,0,1,0,0,0,0,5
763,珠光逸景二期，全南向两居室，业主诚心出售,300,37342,1,80.34,0,0,0,0,0.25,0,0,1,18,1,1,1,1,6,0,1,0,0,0,0,0,0,2
764,南向两居，采光足，明厨明卫，房龄新,162,27660,0,58.57,0,0,1,0,0.333333333,0,1,1,18,1,1,1,3,6,0,1,0,0,0,0,0,0,2
765,南宫雅苑一期满五唯一，南北通透，低楼层,308,35072,0,87.82,0,0,1,1,0.5,0,1,1,18,2,1,1,1,6,0,1,0,1,0,0,0,0,2
766,汤泉墅1-1-1-1  67.42平 满五唯一,238,35302,1,67.42,0,4,1,0,0.5,0,0,1,18,1,1,1,4,6,0,1,0,0,0,0,0,0,1
767,高楼层，满五唯一，无抵押无贷款诚心出售两居室,180,28365,0,63.46,0,0,1,1,0.5,2,2,1,18,1,1,1,2,6,0,1,0,0,0,0,0,0,2
768,房子南北通透格局好，采光好，落地飘窗。,425,47561,0,89.36,0,0,0,1,0.5,0,0,1,18,2,1,1,4,15,0,1,0,1,0,0,0,0,2
769,商品房三居室 落地窗采光充足 视野开阔 洋房带电梯,350,38040,1,92.01,0,0,0,0,0.25,0,0,1,18,1,1,1,2,6,0,1,0,0,0,0,0,0,3
770,南北通透 精装修 低楼层 拎包即住,230,37381,0,61.53,0,0,1,0,0.333333333,0,1,1,18,1,1,1,1,6,0,1,0,1,0,0,0,0,2
771,建设三里 2室1厅 南 北,186,27055,0,68.75,0,0,1,2,0.333333333,0,2,1,18,1,1,1,2,6,0,1,0,1,0,0,0,0,2
772,南北通透的三居室 好格局 居住舒服,330,34552,1,95.51,0,0,1,0,0.25,0,1,1,18,1,1,1,2,6,0,1,0,1,0,0,0,0,3
773,店长推荐优质大两居室业主诚心出售,325,33454,1,97.15,3,0,2,0,0.25,0,1,1,18,1,1,1,2,6,0,1,0,1,0,0,0,0,2
774,园博嘉园南北通透电梯房人车分流,419,45574,0,91.94,0,0,0,2,0.5,0,0,1,18,1,1,1,3,15,0,1,0,1,0,0,0,0,2
775,花园北里 2室1厅 南 北,195,31007,0,62.89,0,0,1,1,0.333333333,2,1,1,18,1,1,1,2,6,0,1,0,1,0,0,0,0,2
776,中体奥林匹克花园小区二期  南北向正规两室,530,45999,0,115.22,0,0,0,2,1,1,0,1,18,1,1,2,4,6,0,1,0,1,0,0,0,0,2
777,丰台区 南北通透 两居室 满五年唯一 业主诚心出售,268,33116,0,80.93,0,0,1,2,0.25,2,1,1,18,1,1,1,0,6,0,1,0,1,0,0,0,0,2
778,东山坡一里 正规2居室 低楼层 配套完善 交通便利,165,31616,0,52.19,0,0,1,1,0.25,0,1,1,18,1,1,1,4,6,1,0,0,0,0,0,0,0,2
779,崔村一里 南北通透 两居室 满五唯一,190,32330,0,58.77,0,0,1,1,0.333333333,0,1,1,18,1,1,1,3,6,0,1,0,1,0,0,0,0,2
780,园博嘉园小区，楼龄新，诚心出售，小区环境好,470,45306,0,103.74,0,1,0,1,0.5,0,0,1,18,1,1,2,4,15,0,0,0,1,0,0,1,0,2
781,领秀翡翠山--好位置，中楼层，四室两厅三卫户型,790,42417,0,186.25,0,0,0,3,0.5,1,0,1,18,2,1,3,0,5,0,1,0,1,0,0,0,0,4
782,珠光逸景二期 南北通透三居 小区人车分流 6层带电梯,375,41047,1,91.36,1,0,0,2,0.25,0,0,1,18,1,1,1,3,6,0,1,0,1,0,0,0,0,3
783,满五年唯一，格局方正，全明三居。,205,31783,0,64.5,0,4,1,3,0.5,2,1,1,18,1,1,1,3,6,0,1,0,1,0,0,0,0,3
784,燕西华府联排别墅，业主诚意出售！,1690,37904,0,445.87,1,4,0,3,2,1,0,1,18,3,1,5,4,3,0,1,0,1,0,0,0,0,6
785,精装修 南北通透三居室 满五唯一 全明格局,485,35001,0,138.57,4,0,0,2,0.5,1,1,1,18,2,1,2,0,6,0,1,0,1,0,0,0,0,3
786,复式结构，楼上空间不计房本面积，楼下是四居室,950,45127,0,210.52,1,0,0,3,0.5,1,0,1,18,2,1,3,3,5,0,1,0,1,0,0,0,0,4
787,小区环境好，人车分流，新风系统恒湿恒温的科技住宅,1080,74146,0,145.66,0,0,0,2,0.5,0,2,1,18,2,1,2,2,15,0,1,0,1,0,0,0,0,4
788,长馨园 南北通透两居 电梯房中间层 无抵押 无户口,268,34828,0,76.95,0,2,0,1,0.25,1,0,1,18,1,1,1,2,16,0,1,0,1,0,0,0,0,2
789,汤泉墅 3室1厅 南 北,480,41721,0,115.05,0,0,1,2,0.333333333,0,2,1,18,1,1,2,3,6,0,1,0,1,0,0,0,0,3
790,崔村一里小区 南北向正规两居室 格局方正,289,34405,0,84,0,0,1,1,0.5,2,2,1,18,1,1,1,0,6,0,1,0,1,0,0,0,0,2
791,中体奥林匹克花园三期 联排随时可看,920,36708,0,250.63,4,0,0,0,0.090909091,1,1,1,18,2,1,3,4,3,0,1,0,1,0,0,0,0,4
792,随时可以签合同  业主诚心出售,268,46375,0,57.79,0,1,0,1,0.5,0,0,1,18,0,1,1,1,15,0,0,0,0,1,0,0,0,1
793,北京山语城 精装修 诚意出售 看房提前约,450,38446,0,117.05,0,0,0,0,0.5,1,0,1,18,2,1,2,1,6,0,1,0,1,0,0,0,0,3
794,臻心推荐--一层带地下室的复式结构，好位置,1320,59310,0,222.56,1,0,0,3,0.5,1,0,1,18,2,1,3,4,4,0,1,0,1,0,0,0,0,4
795,电梯洋房精装修，南北通透全明格局，满五年唯一,525,35273,0,148.84,0,0,0,0,0.5,1,0,1,18,2,1,2,1,6,0,1,0,1,0,0,0,0,3
796,领秀翡翠山 精装修四居室 户型方正 满五唯一,769,41409,0,185.71,0,0,0,0,0.166666667,1,0,1,18,2,1,3,0,6,0,1,0,1,0,0,0,0,4
797,长青路88号院 南北通透 精装修,630,41714,0,151.03,1,0,0,1,0.5,1,0,1,18,1,1,3,3,6,0,1,0,1,0,0,0,0,5
798,玉皇庄小区  低楼层  出行便利 诚心出售,240,48097,0,49.9,0,0,1,0,0.5,0,1,1,18,1,1,1,4,6,0,1,0,0,0,0,0,0,2
799,本房满五年唯一  格局方正 采光充足,300,30172,0,99.43,0,0,1,1,0.5,0,1,1,18,2,1,1,0,6,1,0,1,0,1,0,0,0,2
800,扶轮胡同 2室1厅 南 北,168,34497,1,48.7,0,0,1,2,1,0,1,1,18,1,1,1,4,5,0,1,0,1,0,0,0,0,2
801,领秀*翠墅少有的客厅朝阳，三个卧室朝阳的户型,550,36998,0,148.66,0,0,0,3,0.5,1,0,1,18,2,1,2,2,6,1,1,0,1,0,0,0,0,3
802,东山坡三里  辛佳小镇 东西通透 满五年唯一,300,28986,0,103.5,0,0,1,1,0.5,0,1,1,18,1,1,1,1,6,1,0,1,0,0,0,0,0,2
803,中体奥林匹克花园三期优质四居室南北通透叠拼,900,42950,1,209.55,1,0,0,0,0.666666667,1,0,1,18,3,1,3,0,6,0,1,0,1,0,0,0,0,4
804,珠光逸景一期  南向精装一居室 可做两居室 环境好,195,35167,0,55.45,0,0,0,0,0.25,0,2,1,18,1,1,1,0,6,0,1,0,0,0,0,0,0,1
805,满五唯一     南北通透  满五年,375,43524,0,86.16,0,0,1,1,0.5,0,1,1,18,2,1,1,4,5,0,1,0,1,0,0,0,0,3
806,中体奥林匹克花园三期 大四居 南北通透 叠拼户型,930,43821,0,212.23,1,0,0,0,1,1,0,1,18,3,1,3,0,6,0,1,0,1,0,0,0,0,4
807,中体奥林匹克花园三期 精装修南北大四居一 叠拼别墅,763,35454,0,215.21,1,0,0,1,0.5,1,0,1,18,3,2,3,0,6,0,1,0,1,0,0,0,0,4
808,中体奥林匹克花园一期  正规3居室 南北朝向低楼层,486,35295,0,137.7,0,0,0,1,0.5,1,1,1,18,2,1,2,1,6,0,1,0,1,0,0,0,0,3
809,近览小区全景，远眺西山晚霞，好房诚意出售,580,39076,0,148.43,0,0,0,3,0.5,1,0,1,18,2,1,2,1,6,1,0,1,1,0,0,0,0,3
810,花园洋房，温泉入户，自带地暖，毛坯房,385,41230,0,93.38,0,4,1,3,0.5,0,0,1,18,1,1,1,3,6,0,1,0,1,0,0,0,0,2
811,北京山语城  一层下跃 39.4平下沉庭院 精装修,700,58607,1,119.44,1,0,0,0,0.5,0,0,1,18,3,1,3,4,6,0,1,0,1,0,0,0,0,5
812,臻心推荐--领秀*翠墅一层带地下室的精装好房,1600,71891,0,222.56,4,0,0,0,0.5,1,0,1,18,3,1,3,4,4,0,1,1,1,0,0,0,0,6
