id ,title,price, unit price,Property information,floor area,House structure,Building Type,Architectural structure,Interior design,ladder ratio,heating,elevator,District,Specific area,hall,kitchen,toilet,Floor type,total floors,east,south,west,north,east-south,east-north,west-south,west-north,room,Longtitude,Latitude,PublishTime,imgUrl,collected,saled
83,The only two-bedroom apartment in the southeast of Sida Community for five years,275,46297,non_co_ownership,59.4,flat_floor,Banlou,mixed_structure,simple_decoration,0.2,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,no,no,no,southeast,no,no,no,2,115.4286939,39.14428326,None,None,FALSE,FALSE
84,"Majiapu Jiaomen is transparent from east to west, close to the subway, good greening, good property",299,54364,non_co_ownership,55,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,east,no,west,no,no,no,no,no,2,116.7927692,40.20904837,None,None,FALSE,FALSE
85,"Majiapu No. 67 Yard, Jiaomen East Subway, a formal residence.",295,52038,non_co_ownership,56.69,flat_floor,tower,steel_concrete_structure,simple_decoration,0.142857143,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,18,east,no,no,no,no,no,no,no,1,116.4634537,39.65159149,None,None,FALSE,FALSE
86,The middle floor of the three-bedroom slab building with fine decoration of No. 35 Dahongmen Courtyard,498,62321,non_co_ownership,79.91,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,3,115.3574873,40.82925358,None,None,FALSE,FALSE
87,"Majiapu Jiaomen 2 bedrooms, finely decorated wedding room, convenient for inspections, close to the subway.",338,52322,non_co_ownership,64.6,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,14,east,no,no,no,no,no,no,no,2,116.1987967,39.6762979,None,None,FALSE,FALSE
88,Line 10 Jiaomen East Yiran Homes Up and Down Duplex Four-bedroom Commodity House Sincerely Selling,899,54360,non_co_ownership,165.38,duplex,Banlou,mixed_structure,hardcover,0.333333333,self_heating,no,Fengtai,Corner_Gate,2,1,2,top_floor,6,no,south,no,north,no,no,no,no,4,116.3384513,40.72333763,None,None,FALSE,FALSE
89,The only elevator room that was over 5 years old in 1998 is sincerely sold,455,53543,non_co_ownership,84.98,flat_floor,tower,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,east,no,no,no,no,no,no,northwest,2,116.0228389,39.87465976,None,None,FALSE,FALSE
90,Majiapu Fengnan Sega Elevator two-bedroom unobstructed square,430,57487,non_co_ownership,74.8,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.333333333,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,14,no,no,no,north,no,no,no,no,2,116.7772382,40.12924943,None,None,FALSE,FALSE
91,Yiran Jiayuan No. 6 Yard Jiaomen East Metro Station Metro Line 10,649,57700,co_ownership,112.48,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,self_heating,no,Fengtai,Corner_Gate,1,1,2,middle_floor,7,no,south,no,north,no,no,no,no,3,115.246869,39.35727818,None,None,FALSE,FALSE
92,Majiapu No. 67 courtyard faces east facing the formal one-bedroom house with five soles,280,49392,non_co_ownership,56.69,flat_floor,tower,steel_concrete_structure,simple_decoration,0.142857143,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,18,east,no,no,no,no,no,no,no,1,115.0100563,40.92100417,None,None,FALSE,FALSE
93,Jiaomen Yangqiao Jiaomen Dongli one-bedroom apartment is well lit,278,72661,non_co_ownership,38.26,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,no,no,no,no,no,southwest,no,1,116.5547393,40.33249841,None,None,FALSE,FALSE
94,"Jiaomen Dongli is transparent from north to south, with plenty of light, complete supporting facilities and convenient transportation",383,55468,non_co_ownership,69.05,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,3,116.7806824,40.28242236,None,None,FALSE,FALSE
95,Jiaomen No. 2 courtyard has a transparent north-south daylight and a good view,419,54522,non_co_ownership,76.85,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,1,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,14,no,south,no,north,no,no,no,no,2,116.1673165,40.09620871,None,None,FALSE,FALSE
96,"The north-south pass has a wide perspective field and plenty of light, fully furnished, and the only one in Xima district",287,55902,non_co_ownership,51.34,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,1,116.3126383,39.79934561,None,None,FALSE,FALSE
97,Majiapu Jiaomen Commercial District Sida Community Line 10 finely decorated two-bedroom apartment for sale sincerely,295,50428,co_ownership,58.5,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.3744224,40.4058752,None,None,FALSE,FALSE
98,"Formal one-bedroom, square apartment, complete supporting facilities and convenient transportation",358,51975,non_co_ownership,68.88,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,14,east,no,no,north,no,no,no,no,1,115.1714841,40.81979862,None,None,FALSE,FALSE
99,Line 10 Jiaomen East Metro Sida Community,335,56483,non_co_ownership,59.31,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.2273684,39.74939536,None,None,FALSE,FALSE
100,The two-bedroom apartment in Sida Community sells in good faith,275,45682,non_co_ownership,60.2,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,east,no,west,no,no,no,no,no,2,116.628671,39.89583668,None,None,FALSE,FALSE
101,Majiapu Sunshine Garden Middle and High Floor Finely Decorated Two Rooms,680,73809,non_co_ownership,92.13,flat_floor,Banlou,steel_concrete_structure,hardcover,1,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,19,no,south,no,north,no,no,no,no,2,115.7835857,39.74117277,None,None,FALSE,FALSE
102,"Jiaomen East Station of Metro Line 10, two-bedroom apartment with transparent north-south, sold sincerely",300,49060,non_co_ownership,61.15,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.5979665,40.85929981,None,None,FALSE,FALSE
103,The two bedrooms in the north and south of Jiaomen Dongli have good lighting and ventilation,330,56219,co_ownership,58.7,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.9919822,39.3572524,None,None,FALSE,FALSE
104,"Majiapu, Jiaomen, Yangqiao, South facing two-bedroom, convenient transportation",316,58956,non_co_ownership,53.6,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,east,south,no,no,no,no,no,no,2,115.2897691,40.22912407,None,None,FALSE,FALSE
105,Majiapu Yangqiao Jiaomen Dongli North and South Formal Two Residences,315,55070,non_co_ownership,57.2,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.0490259,39.60106146,None,None,FALSE,FALSE
106,Majiapu Yangqiao Jiaomen Xinglin Garden Finely Decorated Two-Bedroom House,450,59746,non_co_ownership,75.32,flat_floor,tower,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,no,no,no,no,no,no,southwest,no,2,115.2170957,40.60413659,None,None,FALSE,FALSE
107,Majiapu Jiaomen Dahongmen two-bedroom apartment for sale sincerely,305,53322,non_co_ownership,57.2,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,116.2534498,39.33087101,None,None,FALSE,FALSE
108,Yangqiao Jiaomen's 2005 two-bedroom commercial house is the only one with five,499,57728,non_co_ownership,86.44,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,top_floor,21,no,no,no,no,southeast,no,no,no,2,115.8554161,40.45937913,None,None,FALSE,FALSE
109,The first oasis elevator outside the South Third Ring Road is facing the community garden,355,57370,non_co_ownership,61.88,flat_floor,tower,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,21,no,no,no,north,no,no,no,no,1,116.2103536,39.76629681,None,None,FALSE,FALSE
110,"Two-bedroom apartment with elevator in Sida Community, Jiaomen East Station, Metro",360,55728,non_co_ownership,64.6,flat_floor,banta_combination,steel_concrete_structure,simple_decoration,0.333333333,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,high_floor,14,east,no,west,no,no,no,no,no,2,115.4724346,40.10765483,None,None,FALSE,FALSE
111,Jiaomen Dongli Man Fifth is the only line 10 Jiaomen West/Jiaomen East Metro for sale sincerely,345,59896,non_co_ownership,57.6,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,no,south,no,north,no,no,no,no,2,115.15687,39.68615028,None,None,FALSE,FALSE
112,"Majiapu Jiaomen is open to the north and south of the two-bedroom middle floor, suitable for all ages",536,64837,non_co_ownership,82.67,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,5,no,south,no,north,no,no,no,no,2,116.4317604,40.83751237,None,None,FALSE,FALSE
113,"Majiapu Jiaomen formal 1 bedroom, double subway, full five years, fully furnished.",275,47719,non_co_ownership,57.63,flat_floor,tower,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,bottom_floor,18,east,no,no,no,no,no,no,no,1,116.1650515,39.92720781,None,None,FALSE,FALSE
114,"A two-year-old commercial house in No. 35 of Dahongmen, convenient for unobstructed inspections",478,57480,non_co_ownership,83.16,flat_floor,Banlou,mixed_structure,hardcover,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,low_floor,6,no,south,no,north,no,no,no,no,2,116.0915749,40.90756906,None,None,FALSE,FALSE
115,"Must-see house, line 10 Jiaomen East Metro duplex, the only commercial house for five years",458,50137,non_co_ownership,91.35,duplex,Banlou,mixed_structure,hardcover,0.333333333,self_heating,no,Fengtai,Corner_Gate,1,1,2,high_floor,7,no,south,no,no,no,no,no,no,2,116.0417152,39.91218297,None,None,FALSE,FALSE
116,"Majiapu Jiaomen Formal Two-bedroom, South and North, The Only Owner For Five Years",330,52885,non_co_ownership,62.4,flat_floor,Banlou,mixed_structure,simple_decoration,0.25,central_heating,no,Fengtai,Corner_Gate,1,1,1,high_floor,6,no,south,no,north,no,no,no,no,2,115.8811063,39.01643816,None,None,FALSE,FALSE
117,Jiaomen Dahongmen Majiapu has lived in the northwest of Majiapu for five years,338,51135,non_co_ownership,66.1,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,high_floor,21,no,no,no,no,no,no,no,northwest,1,116.1726824,40.31841302,None,None,FALSE,FALSE
118,Xinglin Garden Majiapu Jiaomen Yangqiao Hardcover Two-Bedroom House,430,51920,non_co_ownership,82.82,flat_floor,tower,steel_concrete_structure,hardcover,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,no,no,no,no,southeast,no,no,no,2,116.6393281,39.76941236,None,None,FALSE,FALSE
119,Jiaomen Majiapu Dahongmen transparently decorated one-bedroom apartment from north to south,304,55791,non_co_ownership,54.49,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,bottom_floor,5,no,south,no,north,no,no,no,no,1,116.2299387,40.74895387,None,None,FALSE,FALSE
120,Jiaomen Dongli is a two-bedroom apartment near the subway,310,52722,non_co_ownership,58.8,flat_floor,Banlou,mixed_structure,hardcover,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.9810945,40.21625692,None,None,FALSE,FALSE
121,Majiapu Jiaomen formal one-bedroom fully furnished and convenient living,330,50645,non_co_ownership,65.16,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,21,no,no,no,no,no,no,no,northwest,1,115.8210989,40.16634081,None,None,FALSE,FALSE
122,Yangqiao Jiaomen Dongli Two-bedroom apartment with elevator Metro Line 10 full layout,395,53647,non_co_ownership,73.63,flat_floor,tower,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,19,no,no,no,north,no,no,southwest,no,2,116.6603669,40.49287559,None,None,FALSE,FALSE
123,Yangqiao Jiaomen Dongli 2-bedroom middle floor with elevator,380,60655,non_co_ownership,62.65,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,19,east,no,no,no,no,no,no,no,2,116.8642532,40.28057876,None,None,FALSE,FALSE
124,"One-bedroom apartment at Dahongmen Yangqiao, East Majiapu, Jiaomen, square apartment, good lighting",290,50322,non_co_ownership,57.63,flat_floor,tower,steel_concrete_structure,simple_decoration,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,middle_floor,18,no,no,west,no,no,no,no,no,1,116.6795411,39.05225412,None,None,FALSE,FALSE
125,"For five years and the family only has this suite, there is no obstruction to the east and a good view of daylight!",275,48510,non_co_ownership,56.69,flat_floor,tower,steel_concrete_structure,simple_decoration,0.142857143,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,east,no,no,no,no,no,no,no,1,115.8446355,40.70942367,None,None,FALSE,FALSE
126,"Commodity housing community with traffic separation between people and vehicles, small apartments facing south, clean and tidy",340,73498,non_co_ownership,46.26,flat_floor,Banlou,steel_concrete_structure,hardcover,0.666666667,central_heating,elevator,Fengtai,Corner_Gate,0,1,1,bottom_floor,18,no,south,no,no,no,no,no,no,1,116.5525629,39.49333777,None,None,FALSE,FALSE
127,"Sunshine Garden's first set of 1.28 million vested down payment, full pattern of 2 elevators, 3 households and 5 only",323,69151,non_co_ownership,46.71,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.666666667,central_heating,elevator,Fengtai,Corner_Gate,0,1,1,low_floor,19,east,no,no,north,no,no,no,no,1,116.0885286,39.8190007,None,None,FALSE,FALSE
128,"Dongxiang large two-bedroom apartment, Founder fine decoration owner sincerely sells",545,49722,non_co_ownership,109.61,flat_floor,banta_combination,steel_concrete_structure,hardcover,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,bottom_floor,14,east,no,no,no,no,no,no,no,2,115.1844947,40.59237149,None,None,FALSE,FALSE
129,"Jiaomen Dongli with elevator, full layout, transparent two-bedroom",410,48247,co_ownership,84.98,flat_floor,tower,steel_concrete_structure,simple_decoration,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,18,no,no,no,no,no,no,no,northwest,2,115.0634093,40.49167652,None,None,FALSE,FALSE
130,South-facing room on the middle floor of Sunshine Garden,345,74579,non_co_ownership,46.26,flat_floor,Banlou,steel_concrete_structure,hardcover,0.666666667,central_heating,elevator,Fengtai,Corner_Gate,0,1,1,middle_floor,19,no,south,no,no,no,no,no,no,1,116.138383,39.06773411,None,None,FALSE,FALSE
131,The formal three-bedroom apartment is square in the southeast facing the high floors and has a good view.,650,58787,co_ownership,110.57,flat_floor,tower,steel_concrete_structure,simple_decoration,0.166666667,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,high_floor,18,no,no,no,no,southeast,no,no,no,3,115.0073301,39.92954375,None,None,FALSE,FALSE
132,"Jiaomen Dongli, two residences with north-south transparent layout, complete supporting facilities",250,43707,non_co_ownership,57.2,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,115.3333535,39.99939994,None,None,FALSE,FALSE
133,Jiaomen Dongmajiapu small apartment formal two-bedroom,337,56487,non_co_ownership,59.66,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,middle_floor,6,east,no,no,no,no,no,no,no,2,116.1277199,40.84795695,None,None,FALSE,FALSE
134,"Jiaomen Dongli near the subway with elevator, 2 bedrooms, convenient for viewing",360,57463,non_co_ownership,62.65,flat_floor,tower,steel_concrete_structure,simple_decoration,0.25,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,19,no,no,west,no,no,no,no,no,2,116.0459311,40.98503309,None,None,FALSE,FALSE
135,Majiapu Jiaomen has a transparent window from north to south. The living room is close to the subway and has a good greening and a good property.,349,53016,non_co_ownership,65.83,flat_floor,Banlou,mixed_structure,simple_decoration,0.333333333,central_heating,no,Fengtai,Corner_Gate,1,1,1,top_floor,6,no,south,no,north,no,no,no,no,2,116.2745888,40.57949825,None,None,FALSE,FALSE
136,Line 10 Jiaomen East Metro District 2010 Sunshine Garden for sale sincerely,443,74908,co_ownership,59.14,flat_floor,Banlou,steel_concrete_structure,hardcover,0.5,central_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,19,no,no,no,no,southeast,no,no,no,1,116.1176228,39.70129891,None,None,FALSE,FALSE
137,"Jiaomen Subway, a low-floor two-bedroom apartment with transparent north and south",399,59402,non_co_ownership,67.17,flat_floor,Banlou,mixed_structure,simple_decoration,0.5,central_heating,no,Fengtai,Corner_Gate,1,1,1,bottom_floor,6,no,south,no,north,no,no,no,no,2,115.1671557,39.04349127,None,None,FALSE,FALSE
138,Yiranjiayuan No. 6 Commodity House is convenient for inspection,400,49080,non_co_ownership,81.5,flat_floor,Banlou,steel_concrete_structure,simple_decoration,0.5,self_heating,elevator,Fengtai,Corner_Gate,1,1,1,low_floor,16,east,no,no,north,no,no,no,no,2,115.2891904,40.26640981,None,None,FALSE,FALSE
